date,geography,geography code,Social Grade: All categories: Approximated social grade; measures: Value,Social Grade: AB Higher and intermediate managerial/administrative/professional occupations; measures: Value,"Social Grade: C1 Supervisory, clerical and junior managerial/administrative/professional occupations; measures: Value",Social Grade: C2 Skilled manual occupations; measures: Value,Social Grade: DE Semi-skilled and unskilled manual occupations; unemployed and lowest grade occupations; measures: Value
2011,Spellowfields,E05005832,1968,248,482,630,608
2011,Springwood,E05005833,3266,864,1188,667,547
2011,Upwell and Delph,E05005834,2036,305,504,662,565
2011,Valley Hill,E05005835,1064,190,285,326,263
2011,Walpole,E05005836,800,115,167,283,235
2011,Walton,E05005837,1331,221,352,390,368
2011,Watlington,E05005838,640,108,156,205,171
2011,West Winch,E05005839,2106,324,562,641,579
2011,Wiggenhall,E05005840,758,107,176,212,263
2011,Wimbotsham with Fincham,E05005841,1582,234,411,517,420
2011,Wissey,E05005842,904,147,236,280,241
2011,Astley,E05005843,900,167,232,261,240
2011,Briston,E05005844,948,143,209,333,263
2011,Chaucer,E05008556,984,197,251,310,226
2011,Corpusty,E05005846,984,179,238,368,199
2011,Cromer Town,E05005847,3266,463,956,777,1070
2011,Erpingham,E05005848,969,219,268,294,188
2011,Gaunt,E05005849,809,132,222,285,170
2011,Glaven Valley,E05005850,1189,237,308,361,283
2011,Happisburgh,E05005851,1015,152,288,294,281
2011,High Heath,E05005852,1050,222,286,324,218
2011,Holt,E05005853,2954,675,753,839,687
2011,Hoveton,E05005854,1912,337,518,557,500
2011,Lancaster North,E05005855,1605,263,369,473,500
2011,Lancaster South,E05005856,4065,473,1005,1247,1340
2011,Mundesley,E05005857,2037,295,556,632,554
2011,North Walsham East,E05005858,1652,243,410,489,510
2011,North Walsham North,E05005859,1370,147,332,404,487
2011,North Walsham West,E05005860,3559,566,986,1112,895
2011,Poppyland,E05005861,1006,189,254,307,256
2011,Priory,E05005862,1964,343,437,613,571
2011,Roughton,E05005863,860,139,241,263,217
2011,Scottow,E05005864,1193,170,502,269,252
2011,St Benet,E05005865,973,203,299,246,225
2011,Sheringham North,E05005866,2267,424,606,674,563
2011,Sheringham South,E05005867,1277,303,336,337,301
2011,Stalham and Sutton,E05005868,2312,332,558,809,613
2011,Suffield Park,E05005869,1708,266,466,468,508
2011,The Raynhams,E05005870,1217,161,248,463,345
2011,The Runtons,E05008557,840,153,272,254,161
2011,Walsingham,E05005872,978,145,210,337,286
2011,Waterside,E05005873,2049,310,442,766,531
2011,Waxham,E05005874,957,157,226,308,266
2011,Wensum,E05005875,1011,223,233,309,246
2011,Worstead,E05005876,1096,185,284,309,318
2011,Bowthorpe,E05005877,6229,864,2094,1282,1989
2011,Catton Grove,E05005878,12550,1686,3515,3817,3532
2011,Crome,E05005879,3827,578,1042,908,1299
2011,Eaton,E05005880,3630,1145,1177,688,620
2011,Lakenham,E05005881,7999,1864,2592,1547,1996
2011,Mancroft,E05005882,28179,6703,10572,4994,5910
2011,Mile Cross,E05005883,5904,592,1504,1567,2241
2011,Nelson,E05005884,4076,1006,2043,515,512
2011,Sewell,E05005885,3562,559,1045,853,1105
2011,Thorpe Hamlet,E05005886,17321,4384,6102,3449,3386
2011,Town Close,E05005887,7422,2031,2877,1169,1345
2011,University,E05005888,6845,2200,2431,989,1225
2011,Wensum,E05005889,5906,790,1825,1318,1973
2011,Abbey,E05005890,1562,324,507,396,335
2011,Brooke,E05005891,1170,299,320,333,218
2011,Bunwell,E05005892,1077,224,269,333,251
2011,Dickleburgh,E05005893,1209,196,300,437,276
2011,Ditchingham and Broome,E05005894,922,138,208,335,241
2011,Easton,E05005895,1129,293,353,311,172
2011,Forncett,E05005896,1018,254,254,311,199
2011,Hempnall,E05005897,965,201,226,302,236
2011,Hingham and Deopham,E05005898,1412,328,383,424,277
2011,New Costessey,E05005899,1597,230,382,544,441
2011,Newton Flotman,E05005900,877,191,245,244,197
2011,Northfields,E05005901,859,164,228,261,206
2011,Old Costessey,E05005902,3818,619,1001,995,1203
2011,Poringland with the Framinghams,E05005903,1852,529,521,474,328
2011,Rockland,E05005904,1056,301,295,261,199
2011,Rustens,E05005905,1025,198,265,261,301
2011,Scole,E05005906,976,181,219,316,260
2011,Stoke Holy Cross,E05005907,2301,580,579,542,600
2011,Stratton,E05005908,3000,625,883,904,588
2011,Tasburgh,E05005909,797,245,209,210,133
2011,Thurlton,E05005910,1074,235,251,351,237
2011,Town,E05005911,3605,781,1744,658,422
2011,Wicklewood,E05005912,1517,406,374,455,282
2011,Beck Vale,E05005913,943,199,234,279,231
2011,Bressingham and Burston,E05005914,1477,301,381,486,309
2011,Chedgrave and Thurton,E05005915,1137,278,303,338,218
2011,Cringleford,E05005916,10196,3437,3796,1755,1208
2011,Cromwells,E05005917,2079,381,623,647,428
2011,Diss,E05005918,5805,1019,1667,1598,1521
2011,Earsham,E05005919,989,175,241,319,254
2011,Gillingham,E05005920,1680,344,442,492,402
2011,Harleston,E05005921,2272,337,548,767,620
2011,Hethersett,E05005922,2251,607,719,472,453
2011,Loddon,E05005923,1477,334,416,407,320
2011,Mulbarton,E05005924,3082,859,824,802,597
2011,Roydon,E05005925,595,103,155,198,139
2011,Alton,E05007076,1984,450,698,478,358
2011,Berners,E05007077,1400,365,382,375,278
2011,Boxford,E05007078,815,224,244,233,114
2011,Brett Vale,E05007079,1002,265,253,279,205
2011,Brook,E05007080,4119,844,1440,990,845
2011,Bures St Mary,E05007081,666,157,199,205,105
2011,Chadacre,E05007082,745,211,159,252,123
2011,Dodnash,E05007083,1456,520,383,337,216
2011,Glemsford and Stanstead,E05007084,1849,252,402,581,614
2011,Great Cornard North,E05007085,1273,139,283,378,473
2011,Great Cornard South,E05007086,1487,296,343,403,445
2011,Hadleigh North,E05007087,3359,641,1007,883,828
2011,Hadleigh South,E05007088,1617,424,390,453,350
2011,Holbrook,E05007089,1048,375,227,256,190
2011,Lavenham,E05007090,879,195,233,268,183
2011,Leavenheath,E05007091,554,154,182,143,75
2011,Long Melford,E05007092,2008,350,571,573,514
2011,Lower Brett,E05007093,933,238,255,239,201
2011,Mid Samford,E05007094,1584,477,469,375,263
2011,Nayland,E05007095,1130,315,318,296,201
2011,North Cosford,E05007096,985,246,300,258,181
2011,Pinewood,E05007097,1685,326,435,422,502
2011,South Cosford,E05007098,1000,241,285,297,177
2011,Sudbury East,E05007099,4197,541,1065,1220,1371
2011,Sudbury North,E05007100,1871,390,424,549,508
2011,Sudbury South,E05007101,4519,763,1377,1164,1215
2011,Waldingfield,E05007102,2012,377,492,674,469
2011,All Saints,E05007103,2103,417,724,528,434
2011,Brandon East,E05007104,3775,410,1011,1130,1224
2011,Brandon West,E05007105,1920,170,482,651,617
2011,Eriswell and The Rows,E05007106,8495,1342,4515,1585,1053
2011,Exning,E05007107,988,189,315,269,215
2011,Great Heath,E05007108,3068,477,805,964,822
2011,Iceni,E05007109,756,163,226,209,158
2011,Lakenheath,E05007110,1532,163,440,520,409
2011,Manor,E05007111,724,162,209,200,153
2011,Market,E05007112,3176,545,1086,847,698
2011,Red Lodge,E05007113,1304,196,451,373,284
2011,St Mary's,E05007114,2913,508,981,692,732
2011,Severals,E05007115,6927,1221,2351,1629,1726
2011,South,E05007116,1351,381,482,301,187
2011,Alexandra,E05007117,19136,4436,6644,4024,4032
2011,Bixley,E05007118,7581,1896,2777,1551,1357
2011,Bridge,E05007119,4031,694,966,937,1434
2011,Castle Hill,E05007120,2735,482,771,847,635
2011,Gainsborough,E05007121,3267,379,628,954,1306
2011,Gipping,E05007122,12150,2875,3942,2688,2645
2011,Holywells,E05007123,3566,694,1047,892,933
2011,Priory Heath,E05007124,9679,1595,2963,2468,2653
2011,Rushmere,E05007125,3248,773,765,886,824
2011,St John's,E05007126,3985,902,1118,1031,934
2011,St Margaret's,E05007127,2947,1063,757,520,607
2011,Sprites,E05007128,2134,221,431,634,848
2011,Stoke Park,E05007129,2899,347,628,723,1201
2011,Westgate,E05007130,5479,900,1616,1084,1879
2011,Whitehouse,E05007131,6452,929,1565,1728,2230
2011,Whitton,E05007132,2827,347,558,822,1100
2011,Bacton and Old Newton,E05007133,929,195,225,286,223
2011,Badwell Ash,E05007134,1060,274,270,324,192
2011,Barking and Somersham,E05007135,1681,332,490,531,328
2011,Bramford and Blakenham,E05007136,3563,762,1011,1061,729
2011,Claydon and Barham,E05007137,2282,602,591,652,437
2011,Debenham,E05007138,1064,297,255,336,176
2011,Elmswell and Norton,E05007139,1871,416,494,562,399
2011,Eye,E05007140,2346,369,617,697,663
2011,Fressingfield,E05007141,1164,227,263,352,322
2011,Gislingham,E05007142,1190,313,297,349,231
2011,Haughley and Wetherden,E05007143,1289,157,284,339,509
2011,Helmingham and Coddenham,E05007144,1101,287,294,341,179
2011,Hoxne,E05007145,898,211,198,286,203
2011,Mendlesham,E05007146,959,208,218,311,222
2011,Needham Market,E05007147,2204,492,674,611,427
2011,Onehouse,E05007148,1311,334,399,329,249
2011,Palgrave,E05007149,1298,238,349,464,247
2011,Rattlesden,E05007150,699,213,179,198,109
2011,Rickinghall and Walsham,E05007151,2085,439,505,622,519
2011,Ringshall,E05007152,2932,641,1307,611,373
2011,Stowmarket Central,E05007153,3227,680,891,766,890
2011,Stowmarket North,E05007154,4432,846,1254,1227,1105
2011,Stowmarket South,E05007155,2588,388,552,623,1025
2011,Stowupland,E05007156,990,213,258,304,215
2011,Stradbroke and Laxfield,E05007157,1173,223,291,424,235
2011,The Stonhams,E05007158,1428,360,377,398,293
2011,Thurston and Hessett,E05007159,1628,512,407,451,258
2011,Wetheringsett,E05007160,1732,461,418,509,344
2011,Woolpit,E05007161,1675,424,489,469,293
2011,Worlingworth,E05007162,1009,221,260,355,173
2011,Abbeygate,E05007163,8329,2101,2878,1704,1646
2011,Bardwell,E05007164,1028,243,280,315,190
2011,Barningham,E05007165,1114,257,243,335,279
2011,Barrow,E05007166,1839,361,400,483,595
2011,Cavendish,E05007167,738,207,190,207,134
2011,Chedburgh,E05007168,875,203,247,237,188
2011,Clare,E05007169,840,190,244,234,172
2011,Eastgate,E05007170,4457,968,1250,1103,1136
2011,Fornham,E05007171,2238,428,604,567,639
2011,Great Barton,E05007172,731,224,246,148,113
2011,Haverhill East,E05007173,3811,423,936,1065,1387
2011,Haverhill North,E05007174,2741,410,712,810,809
2011,Haverhill South,E05007175,5673,970,1609,1436,1658
2011,Haverhill West,E05007176,1607,230,430,469,478
2011,Horringer and Whelnetham,E05007177,851,247,232,239,133
2011,Hundon,E05007178,1370,280,609,271,210
2011,Ixworth,E05007179,903,209,219,270,205
2011,Kedington,E05007180,679,135,186,227,131
2011,Minden,E05007181,4146,1044,1231,822,1049
2011,Moreton Hall,E05007182,4946,1102,1571,1252,1021
2011,Northgate,E05007183,1414,216,276,318,604
2011,Pakenham,E05007184,2025,360,979,405,281
2011,Risby,E05007185,1436,387,388,402,259
2011,Risbygate,E05007186,3794,976,1169,799,850
2011,Rougham,E05007187,1464,298,383,413,370
2011,St Olaves,E05007188,1148,119,220,305,504
2011,Southgate,E05007189,4491,1226,1598,908,759
2011,Stanton,E05007190,1293,233,352,421,287
2011,Westgate,E05007191,1239,255,331,372,281
2011,Wickhambrook,E05007192,804,196,228,241,139
2011,Withersfield,E05007193,1388,262,458,314,354
2011,Aldeburgh,E05007194,1699,357,483,514,345
2011,Earl Soham,E05007195,971,324,285,235,127
2011,Farlingaye,E05007196,999,367,220,226,186
2011,Felixstowe East,E05007197,1053,259,311,236,247
2011,Felixstowe North,E05007198,1626,292,476,355,503
2011,Felixstowe South,E05007199,5505,752,1664,1237,1852
2011,Felixstowe South East,E05007200,3046,640,1030,647,729
2011,Felixstowe West,E05007201,5379,486,1718,1704,1471
2011,Framlingham,E05007202,2866,770,739,820,537
2011,Grundisburgh,E05007203,806,266,213,189,138
2011,Hacheston,E05007204,842,207,224,248,163
2011,Hollesley with Eyke,E05007205,1326,288,514,333,191
2011,Kesgrave East,E05007206,2765,1003,762,580,420
2011,Kesgrave West,E05007207,1346,243,363,415,325
2011,Kyson,E05007208,1050,209,293,270,278
2011,Leiston,E05007209,4196,831,1095,1266,1004
2011,Martlesham,E05007210,6999,2974,2043,1252,730
2011,Melton and Ufford,E05007211,2561,770,701,594,496
2011,Nacton,E05007212,2824,684,853,703,584
2011,Orford and Tunstall,E05007213,935,239,246,279,171
2011,Otley,E05007214,1616,472,381,407,356
2011,Peasenhall,E05007215,928,191,252,278,207
2011,Rendlesham,E05007216,1477,324,379,429,345
2011,Riverside,E05007217,1142,348,317,262,215
2011,Rushmere St Andrew,E05007218,1575,450,468,407,250
2011,Saxmundham,E05007219,2478,446,652,716,664
2011,Seckford,E05007220,2212,654,737,470,351
2011,Snape,E05007221,780,169,182,271,158
2011,Sutton,E05007222,1523,321,602,370,230
2011,Trimleys with Kirton,E05007223,2485,412,804,656,613
2011,Walberswick and Wenhaston,E05007224,975,219,246,301,209
2011,Wickham Market,E05007225,866,164,183,285,234
2011,Witnesham,E05007226,871,255,226,237,153
2011,Yoxford,E05007227,972,218,265,293,196
2011,Beccles North,E05007228,4242,752,1158,1241,1091
2011,Beccles South,E05007229,1935,247,408,523,757
2011,Blything,E05007230,1539,154,275,365,745
2011,Bungay,E05007231,3231,534,714,1197,786
2011,Carlton,E05007232,1296,197,346,396,357
2011,Carlton Colville,E05007233,2436,373,662,790,611
2011,Gunton and Corton,E05007234,2048,356,578,565,549
2011,Halesworth,E05007235,2878,445,812,877,744
2011,Harbour,E05007236,10261,1359,3247,2436,3219
2011,Kessingland,E05007237,3757,411,1066,1233,1047
2011,Kirkley,E05007238,4699,517,1145,1303,1734
2011,Lothingland,E05007239,1268,244,465,330,229
2011,Normanston,E05007240,4077,593,925,1164,1395
2011,Oulton,E05007241,1820,242,541,551,486
2011,Oulton Broad,E05007242,1694,278,441,518,457
2011,Pakefield,E05007243,2611,533,704,690,684
2011,St Margaret's,E05007244,2487,283,535,617,1052
2011,Southwold and Reydon,E05007245,2212,487,595,646,484
2011,The Saints,E05007246,1426,229,267,396,534
2011,Wainford,E05007247,1263,196,268,433,366
2011,Whitton,E05007248,2774,321,657,791,1005
2011,Worlingham,E05007249,2097,353,554,703,487
2011,Wrentham,E05007250,921,182,201,306,232
2011,Belsize,E05000128,5553,2003,1941,593,1016
2011,Bloomsbury,E05000129,56569,27240,19304,4785,5240
2011,Camden Town with Primrose Hill,E05000130,17271,6121,6513,1774,2863
2011,Cantelowes,E05000131,6439,1654,2459,778,1548
2011,Fortune Green,E05000132,4969,1627,1721,573,1048
2011,Frognal and Fitzjohns,E05000133,6707,3088,2203,625,791
2011,Gospel Oak,E05000134,5644,1563,1850,694,1537
2011,Hampstead Town,E05000135,12951,5308,4697,1454,1492
2011,Haverstock,E05000136,5928,1378,1952,706,1892
2011,Highgate,E05000137,5765,1974,1954,716,1121
2011,Holborn and Covent Garden,E05000138,87998,41515,29961,8298,8224
2011,Kentish Town,E05000139,12187,3554,4568,1670,2395
2011,Kilburn,E05000140,6342,1313,2005,956,2068
2011,King's Cross,E05000141,17002,5949,6588,1822,2643
2011,Regent's Park,E05000142,31577,12632,11314,3204,4427
2011,St Pancras and Somers Town,E05000143,18271,4927,6761,2651,3932
2011,Swiss Cottage,E05000144,7055,2426,2398,804,1427
2011,West Hampstead,E05000145,6724,1803,2350,1011,1560
2011,Aldersgate,E05000001,13033,7937,3599,848,649
2011,Bishopsgate,E05000005,126330,70818,39138,8949,7425
2011,Cripplegate,E05000015,30954,18580,8754,2032,1588
2011,Farringdon Within,E05000017,21144,11708,5724,2440,1272
2011,Farringdon Without,E05000018,73316,42524,20901,5298,4593
2011,Portsoken,E05000021,18923,9740,6748,1269,1166
2011,Queenhithe,E05000022,21864,11719,7047,1776,1322
2011,Tower,E05000023,48584,24426,17646,3790,2722
2011,Brownswood,E05000231,4498,942,1531,632,1393
2011,Cazenove,E05000232,5789,1221,1816,844,1908
2011,Chatham,E05000233,10131,1982,3605,1535,3009
2011,Clissold,E05000234,5071,1287,1691,640,1453
2011,Dalston,E05000235,8990,1798,3015,1201,2976
2011,De Beauvoir,E05000236,7641,1919,2580,998,2144
2011,Hackney Central,E05000237,9699,2076,3574,1534,2515
2011,Hackney Downs,E05000238,5988,1044,1750,1001,2193
2011,Haggerston,E05000239,33680,13981,11549,3492,4658
2011,Hoxton,E05000240,13757,3927,4938,1696,3196
2011,King's Park,E05000241,4631,588,1245,695,2103
2011,Leabridge,E05000242,6443,1108,1943,1033,2359
2011,Lordship,E05000243,5487,1284,1794,820,1589
2011,New River,E05000244,6947,1533,2081,1064,2269
2011,Queensbridge,E05000245,7984,1615,2676,1268,2425
2011,Springfield,E05000246,5670,879,1570,1076,2145
2011,Stoke Newington Central,E05000247,6466,1298,2354,899,1915
2011,Victoria,E05000248,6061,1104,1919,920,2118
2011,Wick,E05000249,6308,1088,2092,1018,2110
2011,Addison,E05000250,6890,2302,2459,845,1284
2011,Askew,E05000251,5967,1516,1842,889,1720
2011,Avonmore and Brook Green,E05000252,12585,5337,4542,1082,1624
2011,College Park and Old Oak,E05000253,19075,6845,7013,2437,2780
2011,Fulham Broadway,E05000254,6366,1707,2357,868,1434
2011,Fulham Reach,E05000255,10901,3938,4377,1173,1413
2011,Hammersmith Broadway,E05000256,24367,9514,8886,2599,3368
2011,Munster,E05000257,4718,1633,1726,507,852
2011,North End,E05000258,7779,1881,3207,1084,1607
2011,Palace Riverside,E05000259,4000,1597,1401,474,528
2011,Parsons Green and Walham,E05000260,7675,2808,2747,957,1163
2011,Ravenscourt Park,E05000261,6790,2397,2308,882,1203
2011,Sands End,E05000262,9281,2852,3198,1229,2002
2011,Shepherd's Bush Green,E05000263,19610,5470,7315,2722,4103
2011,Town,E05000264,7847,2655,2732,1035,1425
2011,Wormholt and White City,E05000265,5504,906,1542,919,2137
2011,Alexandra,E05000266,4428,1632,1574,559,663
2011,Bounds Green,E05000267,6687,1192,1959,1504,2032
2011,Bruce Grove,E05000268,7073,777,1920,1599,2777
2011,Crouch End,E05000269,6118,2154,2241,777,946
2011,Fortis Green,E05000270,5398,2021,1715,718,944
2011,Harringay,E05000271,6219,1148,2038,1059,1974
2011,Highgate,E05000272,5431,2204,1902,595,730
2011,Hornsey,E05000273,5655,1338,1776,812,1729
2011,Muswell Hill,E05000274,5395,2045,1924,620,806
2011,Noel Park,E05000275,10335,1671,3196,1821,3647
2011,Northumberland Park,E05000276,10400,1381,2634,2100,4285
2011,St Ann's,E05000277,7972,1536,2324,1402,2710
2011,Seven Sisters,E05000278,8015,1160,2192,1623,3040
2011,Stroud Green,E05000279,4435,1235,1540,559,1101
2011,Tottenham Green,E05000280,9292,1384,2565,1886,3457
2011,Tottenham Hale,E05000281,10096,1120,3436,1928,3612
2011,West Green,E05000282,6722,1026,1716,1322,2658
2011,White Hart Lane,E05000283,6038,628,1464,1061,2885
2011,Woodside,E05000284,10663,2009,3238,2404,3012
2011,Barnsbury,E05000366,8949,2536,3289,1053,2071
2011,Bunhill,E05000367,53080,25439,17628,4805,5208
2011,Caledonian,E05000368,18031,6357,6295,2305,3074
2011,Canonbury,E05000369,4906,1079,1521,683,1623
2011,Clerkenwell,E05000370,29832,13750,9916,3027,3139
2011,Finsbury Park,E05000371,9732,1828,3429,1325,3150
2011,Highbury East,E05000372,6233,2024,2178,709,1322
2011,Highbury West,E05000373,15784,4358,5098,2730,3598
2011,Hillrise,E05000374,4911,1064,1656,656,1535
2011,Holloway,E05000375,8806,2014,3061,1286,2445
2011,Junction,E05000376,10051,2530,3854,1592,2075
2011,Mildmay,E05000377,5264,1109,1613,733,1809
2011,St George's,E05000378,5661,1266,2124,814,1457
2011,St Mary's,E05000379,12118,3789,4280,1594,2455
2011,St Peter's,E05000380,9913,3435,3372,1184,1922
2011,Tollington,E05000381,5995,1099,2007,988,1901
2011,Abingdon,E05000382,7996,2703,3158,760,1375
2011,Brompton,E05000383,22893,7515,7839,3408,4131
2011,Campden,E05000384,9265,3558,3411,1067,1229
2011,Colville,E05000385,5681,1597,1984,759,1341
2011,Courtfield,E05000386,6122,2122,2326,704,970
